# timestamp,index,utilization.gpu,memory.used,power.draw (per-row)
2026/05/02 08:14:25.347, 2, 0 %, 11933 MiB, 67.91 W
2026/05/02 08:14:25.350, 3, 0 %, 15477 MiB, 48.26 W
2026/05/02 08:14:36.424, 0, 18 %, 15283 MiB, 52.47 W
2026/05/02 08:14:36.428, 1, 19 %, 14557 MiB, 60.21 W
2026/05/02 08:14:36.431, 2, 16 %, 11933 MiB, 100.77 W
2026/05/02 08:14:36.434, 3, 23 %, 15477 MiB, 92.22 W
2026/05/02 08:14:47.844, 0, 51 %, 15283 MiB, 57.23 W
2026/05/02 08:14:47.848, 1, 0 %, 14557 MiB, 39.97 W
2026/05/02 08:14:47.851, 2, 0 %, 11933 MiB, 64.10 W
2026/05/02 08:14:47.854, 3, 0 %, 15477 MiB, 48.78 W
2026/05/02 08:14:58.946, 0, 49 %, 15283 MiB, 68.11 W
2026/05/02 08:14:58.951, 1, 0 %, 14557 MiB, 47.49 W
2026/05/02 08:14:58.954, 2, 0 %, 11933 MiB, 66.29 W
2026/05/02 08:14:58.957, 3, 0 %, 15477 MiB, 47.80 W
2026/05/02 08:15:10.193, 0, 48 %, 15283 MiB, 56.47 W
2026/05/02 08:15:10.196, 1, 0 %, 14557 MiB, 46.03 W
2026/05/02 08:15:10.199, 2, 0 %, 11933 MiB, 67.75 W
2026/05/02 08:15:10.202, 3, 0 %, 15477 MiB, 48.53 W
2026/05/02 08:15:21.249, 0, 26 %, 15283 MiB, 55.18 W
2026/05/02 08:15:21.254, 1, 0 %, 14557 MiB, 45.98 W
2026/05/02 08:15:21.257, 2, 0 %, 11933 MiB, 67.14 W
2026/05/02 08:15:21.260, 3, 93 %, 15477 MiB, 119.89 W
2026/05/02 08:15:32.313, 0, 0 %, 15283 MiB, 55.43 W
2026/05/02 08:15:32.316, 1, 93 %, 14557 MiB, 142.46 W
2026/05/02 08:15:32.319, 2, 0 %, 11933 MiB, 54.27 W
2026/05/02 08:15:32.322, 3, 0 %, 15477 MiB, 48.44 W
2026/05/02 08:15:43.327, 0, 44 %, 15283 MiB, 57.48 W
2026/05/02 08:15:43.330, 1, 0 %, 14557 MiB, 46.31 W
2026/05/02 08:15:43.333, 2, 29 %, 11933 MiB, 67.52 W
2026/05/02 08:15:43.336, 3, 0 %, 15477 MiB, 40.75 W
2026/05/02 08:15:54.684, 0, 96 %, 15283 MiB, 57.37 W
2026/05/02 08:15:54.689, 1, 18 %, 14557 MiB, 116.54 W
2026/05/02 08:15:54.692, 2, 0 %, 11933 MiB, 66.93 W
2026/05/02 08:15:54.695, 3, 0 %, 15477 MiB, 48.92 W
2026/05/02 08:16:05.805, 0, 0 %, 15283 MiB, 55.91 W
2026/05/02 08:16:05.808, 1, 0 %, 14557 MiB, 46.22 W
2026/05/02 08:16:05.811, 2, 93 %, 11933 MiB, 114.21 W
2026/05/02 08:16:05.814, 3, 0 %, 15477 MiB, 48.98 W
2026/05/02 08:16:16.869, 0, 0 %, 15283 MiB, 55.35 W
2026/05/02 08:16:16.872, 1, 0 %, 14557 MiB, 39.62 W
2026/05/02 08:16:16.878, 2, 0 %, 11933 MiB, 54.94 W
2026/05/02 08:16:16.881, 3, 93 %, 15477 MiB, 194.49 W
2026/05/02 08:16:27.973, 0, 0 %, 15283 MiB, 55.91 W
2026/05/02 08:16:27.977, 1, 94 %, 14557 MiB, 151.41 W
2026/05/02 08:16:27.982, 2, 0 %, 11933 MiB, 65.44 W
2026/05/02 08:16:27.985, 3, 0 %, 15477 MiB, 40.64 W
# err rc=255: ssh: connect to host 10.1.4.14 port 22: Connection timed out |
2026/05/02 08:16:54.212, 0, 33 %, 15283 MiB, 57.20 W
2026/05/02 08:16:54.215, 1, 0 %, 14557 MiB, 46.52 W
2026/05/02 08:16:54.218, 2, 15 %, 11933 MiB, 75.75 W
2026/05/02 08:16:54.221, 3, 0 %, 15477 MiB, 48.28 W
2026/05/02 08:17:05.625, 0, 53 %, 15283 MiB, 59.19 W
2026/05/02 08:17:05.628, 1, 0 %, 14557 MiB, 39.73 W
2026/05/02 08:17:05.634, 2, 1 %, 11933 MiB, 65.81 W
2026/05/02 08:17:05.637, 3, 5 %, 15477 MiB, 48.53 W
2026/05/02 08:17:16.724, 0, 64 %, 15283 MiB, 120.72 W
2026/05/02 08:17:16.729, 1, 0 %, 14557 MiB, 45.98 W
2026/05/02 08:17:16.732, 2, 0 %, 11933 MiB, 66.94 W
2026/05/02 08:17:16.735, 3, 0 %, 15477 MiB, 47.98 W
2026/05/02 08:17:27.767, 0, 19 %, 15283 MiB, 57.78 W
2026/05/02 08:17:27.770, 1, 19 %, 14557 MiB, 73.28 W
2026/05/02 08:17:27.773, 2, 21 %, 11933 MiB, 121.68 W
2026/05/02 08:17:27.778, 3, 25 %, 15477 MiB, 54.94 W
2026/05/02 08:17:39.167, 0, 13 %, 15283 MiB, 73.19 W
2026/05/02 08:17:39.170, 1, 19 %, 14557 MiB, 101.74 W
2026/05/02 08:17:39.173, 2, 15 %, 11933 MiB, 78.23 W
2026/05/02 08:17:39.176, 3, 25 %, 15477 MiB, 57.36 W
2026/05/02 08:17:50.180, 0, 19 %, 15283 MiB, 60.25 W
2026/05/02 08:17:50.183, 1, 13 %, 14557 MiB, 80.97 W
2026/05/02 08:17:50.186, 2, 22 %, 11933 MiB, 98.58 W
2026/05/02 08:17:50.190, 3, 24 %, 15477 MiB, 53.51 W
2026/05/02 08:18:01.533, 0, 13 %, 15283 MiB, 52.27 W
2026/05/02 08:18:01.536, 1, 21 %, 14557 MiB, 52.05 W
2026/05/02 08:18:01.539, 2, 15 %, 11933 MiB, 87.28 W
2026/05/02 08:18:01.542, 3, 27 %, 15477 MiB, 62.31 W
2026/05/02 08:18:12.940, 0, 13 %, 15283 MiB, 61.49 W
2026/05/02 08:18:12.943, 1, 21 %, 14557 MiB, 71.88 W
2026/05/02 08:18:12.946, 2, 20 %, 11933 MiB, 88.68 W
2026/05/02 08:18:12.949, 3, 27 %, 15477 MiB, 45.05 W
2026/05/02 08:18:24.044, 0, 0 %, 15283 MiB, 46.37 W
2026/05/02 08:18:24.050, 1, 0 %, 14557 MiB, 40.30 W
2026/05/02 08:18:24.053, 2, 0 %, 11933 MiB, 55.47 W
2026/05/02 08:18:24.056, 3, 0 %, 15477 MiB, 41.81 W
2026/05/02 08:18:35.145, 0, 96 %, 15283 MiB, 161.07 W
2026/05/02 08:18:35.149, 1, 0 %, 14557 MiB, 41.57 W
2026/05/02 08:18:35.152, 2, 0 %, 11933 MiB, 54.52 W
2026/05/02 08:18:35.155, 3, 0 %, 15477 MiB, 48.71 W
2026/05/02 08:18:46.207, 0, 57 %, 15283 MiB, 59.39 W
2026/05/02 08:18:46.210, 1, 0 %, 14557 MiB, 47.50 W
2026/05/02 08:18:46.213, 2, 0 %, 11933 MiB, 72.88 W
2026/05/02 08:18:46.216, 3, 0 %, 15477 MiB, 41.24 W
2026/05/02 08:18:57.240, 0, 48 %, 15283 MiB, 86.26 W
2026/05/02 08:18:57.243, 1, 0 %, 14557 MiB, 46.74 W
2026/05/02 08:18:57.246, 2, 10 %, 11933 MiB, 66.99 W
2026/05/02 08:18:57.249, 3, 0 %, 15477 MiB, 48.28 W
2026/05/02 08:19:08.433, 0, 54 %, 15283 MiB, 101.16 W
2026/05/02 08:19:08.436, 1, 0 %, 14557 MiB, 46.71 W
2026/05/02 08:19:08.439, 2, 0 %, 11933 MiB, 66.21 W
2026/05/02 08:19:08.442, 3, 0 %, 15477 MiB, 48.96 W
2026/05/02 08:19:19.852, 0, 49 %, 15283 MiB, 104.86 W
2026/05/02 08:19:19.855, 1, 60 %, 14557 MiB, 47.71 W
2026/05/02 08:19:19.858, 2, 0 %, 11933 MiB, 53.83 W
2026/05/02 08:19:19.864, 3, 0 %, 15477 MiB, 48.26 W
2026/05/02 08:19:30.908, 0, 47 %, 15283 MiB, 69.72 W
2026/05/02 08:19:30.911, 1, 0 %, 14557 MiB, 46.71 W
2026/05/02 08:19:30.914, 2, 0 %, 11933 MiB, 114.45 W
2026/05/02 08:19:30.917, 3, 0 %, 15477 MiB, 39.99 W
2026/05/02 08:19:41.919, 0, 47 %, 15283 MiB, 92.58 W
2026/05/02 08:19:41.922, 1, 0 %, 14557 MiB, 46.49 W
2026/05/02 08:19:41.925, 2, 0 %, 11933 MiB, 66.04 W
2026/05/02 08:19:41.928, 3, 8 %, 15477 MiB, 47.55 W
2026/05/02 08:19:52.990, 0, 1 %, 15283 MiB, 56.64 W
2026/05/02 08:19:52.993, 1, 94 %, 14557 MiB, 123.91 W
2026/05/02 08:19:52.996, 2, 0 %, 11933 MiB, 65.96 W
2026/05/02 08:19:52.999, 3, 0 %, 15477 MiB, 48.46 W
2026/05/02 08:20:04.041, 0, 46 %, 15283 MiB, 56.99 W
2026/05/02 08:20:04.044, 1, 0 %, 14557 MiB, 46.52 W
2026/05/02 08:20:04.047, 2, 0 %, 11933 MiB, 68.00 W
2026/05/02 08:20:04.050, 3, 0 %, 15477 MiB, 48.29 W
2026/05/02 08:20:15.483, 0, 42 %, 15283 MiB, 86.02 W
2026/05/02 08:20:15.486, 1, 0 %, 14557 MiB, 46.74 W
2026/05/02 08:20:15.489, 2, 0 %, 11933 MiB, 64.09 W
2026/05/02 08:20:15.492, 3, 0 %, 15477 MiB, 49.26 W
2026/05/02 08:20:26.940, 0, 16 %, 15283 MiB, 72.30 W
2026/05/02 08:20:26.943, 1, 19 %, 14557 MiB, 74.93 W
2026/05/02 08:20:26.946, 2, 18 %, 11933 MiB, 116.90 W
2026/05/02 08:20:26.949, 3, 23 %, 15477 MiB, 58.85 W
2026/05/02 08:20:38.121, 0, 48 %, 15283 MiB, 106.42 W
2026/05/02 08:20:38.124, 1, 0 %, 14557 MiB, 46.22 W
2026/05/02 08:20:38.127, 2, 1 %, 11933 MiB, 66.97 W
2026/05/02 08:20:38.131, 3, 10 %, 15477 MiB, 49.23 W
2026/05/02 08:20:49.249, 0, 97 %, 15283 MiB, 132.13 W
2026/05/02 08:20:49.253, 1, 0 %, 14557 MiB, 45.94 W
2026/05/02 08:20:49.255, 2, 0 %, 11933 MiB, 66.37 W
2026/05/02 08:20:49.260, 3, 0 %, 15477 MiB, 49.13 W
2026/05/02 08:21:00.348, 0, 0 %, 15283 MiB, 55.18 W
2026/05/02 08:21:00.351, 1, 0 %, 14557 MiB, 46.46 W
2026/05/02 08:21:00.354, 2, 94 %, 11933 MiB, 131.97 W
2026/05/02 08:21:00.357, 3, 0 %, 15477 MiB, 48.71 W
2026/05/02 08:21:11.417, 0, 48 %, 15283 MiB, 99.56 W
2026/05/02 08:21:11.422, 1, 0 %, 14557 MiB, 46.03 W
2026/05/02 08:21:11.427, 2, 0 %, 11933 MiB, 66.29 W
2026/05/02 08:21:11.430, 3, 0 %, 15477 MiB, 40.97 W
2026/05/02 08:21:22.457, 0, 44 %, 15283 MiB, 57.23 W
2026/05/02 08:21:22.460, 1, 4 %, 14557 MiB, 46.77 W
2026/05/02 08:21:22.463, 2, 0 %, 11933 MiB, 66.29 W
2026/05/02 08:21:22.465, 3, 0 %, 15477 MiB, 48.53 W
2026/05/02 08:21:34.082, 0, 0 %, 15283 MiB, 55.25 W
2026/05/02 08:21:34.087, 1, 0 %, 14557 MiB, 46.01 W
2026/05/02 08:21:34.090, 2, 0 %, 11933 MiB, 66.77 W
2026/05/02 08:21:34.093, 3, 93 %, 15477 MiB, 69.91 W
2026/05/02 08:21:45.149, 0, 97 %, 15285 MiB, 132.93 W
2026/05/02 08:21:45.152, 1, 0 %, 14557 MiB, 45.97 W
2026/05/02 08:21:45.157, 2, 0 %, 11933 MiB, 55.25 W
2026/05/02 08:21:45.160, 3, 0 %, 15477 MiB, 49.41 W
2026/05/02 08:21:56.219, 0, 96 %, 15285 MiB, 163.21 W
2026/05/02 08:21:56.222, 1, 0 %, 14557 MiB, 39.64 W
2026/05/02 08:21:56.225, 2, 0 %, 11933 MiB, 67.14 W
2026/05/02 08:21:56.228, 3, 0 %, 15477 MiB, 41.38 W
2026/05/02 08:22:07.286, 0, 43 %, 15285 MiB, 56.96 W
2026/05/02 08:22:07.292, 1, 10 %, 14557 MiB, 46.52 W
2026/05/02 08:22:07.296, 2, 0 %, 11933 MiB, 66.29 W
2026/05/02 08:22:07.299, 3, 0 %, 15477 MiB, 47.79 W
2026/05/02 08:22:18.299, 0, 50 %, 15285 MiB, 57.78 W
2026/05/02 08:22:18.302, 1, 0 %, 14557 MiB, 46.16 W
2026/05/02 08:22:18.305, 2, 28 %, 11933 MiB, 178.82 W
2026/05/02 08:22:18.308, 3, 0 %, 15477 MiB, 47.71 W
2026/05/02 08:22:30.353, 0, 96 %, 15285 MiB, 124.29 W
2026/05/02 08:22:30.356, 1, 0 %, 14557 MiB, 45.98 W
2026/05/02 08:22:30.359, 2, 0 %, 11933 MiB, 53.58 W
2026/05/02 08:22:30.362, 3, 0 %, 15477 MiB, 47.73 W
2026/05/02 08:22:41.755, 0, 48 %, 15285 MiB, 55.46 W
2026/05/02 08:22:41.758, 1, 0 %, 14557 MiB, 46.22 W
2026/05/02 08:22:41.761, 2, 14 %, 11933 MiB, 137.31 W
2026/05/02 08:22:41.764, 3, 0 %, 15477 MiB, 40.69 W
2026/05/02 08:22:52.792, 0, 69 %, 15285 MiB, 64.71 W
2026/05/02 08:22:52.797, 1, 0 %, 14557 MiB, 45.79 W
2026/05/02 08:22:52.800, 2, 0 %, 11933 MiB, 66.53 W
2026/05/02 08:22:52.803, 3, 0 %, 15477 MiB, 49.01 W
2026/05/02 08:23:03.870, 0, 17 %, 15285 MiB, 55.14 W
2026/05/02 08:23:03.873, 1, 18 %, 14557 MiB, 64.31 W
2026/05/02 08:23:03.876, 2, 20 %, 11933 MiB, 116.41 W
2026/05/02 08:23:03.879, 3, 25 %, 15477 MiB, 63.92 W
2026/05/02 08:23:15.002, 0, 17 %, 15285 MiB, 58.54 W
2026/05/02 08:23:15.005, 1, 19 %, 14557 MiB, 51.96 W
2026/05/02 08:23:15.008, 2, 21 %, 11933 MiB, 66.56 W
2026/05/02 08:23:15.011, 3, 25 %, 15477 MiB, 118.73 W
2026/05/02 08:23:26.212, 0, 15 %, 15285 MiB, 79.78 W
2026/05/02 08:23:26.215, 1, 19 %, 14557 MiB, 93.75 W
2026/05/02 08:23:26.218, 2, 18 %, 11933 MiB, 97.12 W
2026/05/02 08:23:26.221, 3, 24 %, 15477 MiB, 46.69 W
2026/05/02 08:23:37.981, 0, 47 %, 15285 MiB, 62.68 W
2026/05/02 08:23:37.984, 1, 0 %, 14557 MiB, 46.22 W
2026/05/02 08:23:37.990, 2, 0 %, 11933 MiB, 65.68 W
2026/05/02 08:23:37.993, 3, 0 %, 15477 MiB, 134.06 W
2026/05/02 08:23:49.398, 0, 0 %, 15285 MiB, 55.46 W
2026/05/02 08:23:49.402, 1, 96 %, 14557 MiB, 112.92 W
2026/05/02 08:23:49.408, 2, 0 %, 11933 MiB, 66.21 W
2026/05/02 08:23:49.411, 3, 0 %, 15477 MiB, 48.22 W
2026/05/02 08:24:00.435, 0, 0 %, 15285 MiB, 54.94 W
2026/05/02 08:24:00.438, 1, 0 %, 14557 MiB, 46.22 W
2026/05/02 08:24:00.441, 2, 93 %, 11933 MiB, 139.89 W
2026/05/02 08:24:00.444, 3, 0 %, 15477 MiB, 47.98 W
2026/05/02 08:24:11.473, 0, 45 %, 15285 MiB, 59.19 W
2026/05/02 08:24:11.476, 1, 0 %, 14557 MiB, 39.97 W
2026/05/02 08:24:11.479, 2, 0 %, 11933 MiB, 64.62 W
2026/05/02 08:24:11.482, 3, 10 %, 15477 MiB, 40.50 W
2026/05/02 08:24:22.480, 0, 97 %, 15285 MiB, 124.05 W
2026/05/02 08:24:22.483, 1, 0 %, 14557 MiB, 45.98 W
2026/05/02 08:24:22.486, 2, 0 %, 11933 MiB, 65.97 W
2026/05/02 08:24:22.489, 3, 0 %, 15477 MiB, 48.22 W
2026/05/02 08:24:33.569, 0, 48 %, 15285 MiB, 56.74 W
2026/05/02 08:24:33.572, 1, 8 %, 14557 MiB, 46.52 W
2026/05/02 08:24:33.576, 2, 0 %, 11933 MiB, 66.30 W
2026/05/02 08:24:33.579, 3, 0 %, 15477 MiB, 48.29 W
2026/05/02 08:24:44.648, 0, 44 %, 15285 MiB, 56.74 W
2026/05/02 08:24:44.652, 1, 0 %, 14557 MiB, 46.04 W
2026/05/02 08:24:44.655, 2, 0 %, 11933 MiB, 67.50 W
2026/05/02 08:24:44.661, 3, 9 %, 15477 MiB, 49.02 W
2026/05/02 08:24:56.018, 0, 76 %, 15285 MiB, 59.67 W
2026/05/02 08:24:56.022, 1, 0 %, 14557 MiB, 39.73 W
2026/05/02 08:24:56.025, 2, 0 %, 11933 MiB, 66.79 W
2026/05/02 08:24:56.028, 3, 0 %, 15477 MiB, 48.78 W
2026/05/02 08:25:07.100, 0, 0 %, 15285 MiB, 56.22 W
2026/05/02 08:25:07.103, 1, 96 %, 14557 MiB, 70.02 W
2026/05/02 08:25:07.106, 2, 0 %, 11933 MiB, 66.50 W
2026/05/02 08:25:07.109, 3, 0 %, 15477 MiB, 48.04 W
2026/05/02 08:25:18.117, 0, 44 %, 15285 MiB, 106.05 W
2026/05/02 08:25:18.120, 1, 0 %, 14557 MiB, 46.25 W
2026/05/02 08:25:18.123, 2, 51 %, 11933 MiB, 68.93 W
2026/05/02 08:25:18.128, 3, 0 %, 15477 MiB, 47.79 W
2026/05/02 08:25:29.158, 0, 64 %, 15285 MiB, 113.21 W
2026/05/02 08:25:29.161, 1, 2 %, 14557 MiB, 45.98 W
2026/05/02 08:25:29.164, 2, 2 %, 11933 MiB, 66.45 W
2026/05/02 08:25:29.167, 3, 15 %, 15477 MiB, 48.95 W
2026/05/02 08:25:40.257, 0, 19 %, 15285 MiB, 61.98 W
2026/05/02 08:25:40.261, 1, 22 %, 14557 MiB, 68.96 W
2026/05/02 08:25:40.264, 2, 23 %, 11933 MiB, 92.27 W
2026/05/02 08:25:40.267, 3, 25 %, 15477 MiB, 53.05 W
2026/05/02 08:25:51.329, 0, 43 %, 15285 MiB, 63.78 W
2026/05/02 08:25:51.335, 1, 10 %, 14557 MiB, 46.55 W
2026/05/02 08:25:51.338, 2, 0 %, 11933 MiB, 54.62 W
2026/05/02 08:25:51.341, 3, 0 %, 15477 MiB, 40.50 W
2026/05/02 08:26:02.748, 0, 53 %, 15285 MiB, 56.50 W
2026/05/02 08:26:02.752, 1, 0 %, 14557 MiB, 46.03 W
2026/05/02 08:26:02.755, 2, 0 %, 11933 MiB, 66.99 W
2026/05/02 08:26:02.758, 3, 0 %, 15477 MiB, 47.28 W
2026/05/02 08:26:13.841, 0, 51 %, 15285 MiB, 72.49 W
2026/05/02 08:26:13.844, 1, 0 %, 14557 MiB, 45.79 W
2026/05/02 08:26:13.847, 2, 0 %, 11933 MiB, 66.77 W
2026/05/02 08:26:13.850, 3, 94 %, 15477 MiB, 50.23 W
2026/05/02 08:26:24.943, 0, 55 %, 15285 MiB, 96.85 W
2026/05/02 08:26:24.946, 1, 0 %, 14557 MiB, 52.30 W
2026/05/02 08:26:24.950, 2, 0 %, 11933 MiB, 103.27 W
2026/05/02 08:26:24.954, 3, 0 %, 15477 MiB, 48.22 W
2026/05/02 08:26:36.064, 0, 20 %, 15285 MiB, 55.63 W
2026/05/02 08:26:36.067, 1, 16 %, 14557 MiB, 59.00 W
2026/05/02 08:26:36.070, 2, 22 %, 11933 MiB, 126.50 W
2026/05/02 08:26:36.073, 3, 24 %, 15477 MiB, 59.35 W
2026/05/02 08:26:47.110, 0, 0 %, 15285 MiB, 52.44 W
2026/05/02 08:26:47.113, 1, 0 %, 14557 MiB, 39.54 W
2026/05/02 08:26:47.116, 2, 0 %, 11933 MiB, 67.36 W
2026/05/02 08:26:47.119, 3, 0 %, 15477 MiB, 49.09 W
2026/05/02 08:26:58.174, 0, 16 %, 15285 MiB, 69.06 W
2026/05/02 08:26:58.177, 1, 17 %, 14557 MiB, 49.04 W
2026/05/02 08:26:58.180, 2, 15 %, 11933 MiB, 75.79 W
2026/05/02 08:26:58.183, 3, 23 %, 15477 MiB, 84.69 W
2026/05/02 08:27:09.642, 0, 6 %, 15285 MiB, 57.78 W
2026/05/02 08:27:09.646, 1, 7 %, 14557 MiB, 51.71 W
2026/05/02 08:27:09.649, 2, 15 %, 11933 MiB, 83.95 W
2026/05/02 08:27:09.652, 3, 18 %, 15477 MiB, 124.92 W
2026/05/02 08:27:20.677, 0, 15 %, 15285 MiB, 88.22 W
2026/05/02 08:27:20.680, 1, 19 %, 14557 MiB, 84.58 W
2026/05/02 08:27:20.683, 2, 20 %, 11933 MiB, 70.74 W
2026/05/02 08:27:20.686, 3, 24 %, 15477 MiB, 51.29 W
2026/05/02 08:27:31.709, 0, 12 %, 15285 MiB, 106.94 W
2026/05/02 08:27:31.714, 1, 19 %, 14557 MiB, 92.67 W
2026/05/02 08:27:31.720, 2, 22 %, 11933 MiB, 70.41 W
2026/05/02 08:27:31.723, 3, 27 %, 15477 MiB, 60.28 W
2026/05/02 08:27:42.743, 0, 53 %, 15285 MiB, 59.91 W
2026/05/02 08:27:42.746, 1, 0 %, 14557 MiB, 46.28 W
2026/05/02 08:27:42.749, 2, 0 %, 11933 MiB, 66.30 W
2026/05/02 08:27:42.754, 3, 0 %, 15477 MiB, 46.36 W
2026/05/02 08:27:55.343, 0, 15 %, 15285 MiB, 69.11 W
2026/05/02 08:27:55.346, 1, 21 %, 14557 MiB, 72.27 W
2026/05/02 08:27:55.349, 2, 17 %, 11933 MiB, 111.80 W
2026/05/02 08:27:55.352, 3, 22 %, 15477 MiB, 61.74 W
2026/05/02 08:28:06.381, 0, 0 %, 15285 MiB, 55.63 W
2026/05/02 08:28:06.387, 1, 94 %, 14557 MiB, 157.69 W
2026/05/02 08:28:06.390, 2, 0 %, 11933 MiB, 54.52 W
2026/05/02 08:28:06.393, 3, 0 %, 15477 MiB, 40.67 W
2026/05/02 08:28:17.746, 0, 0 %, 15285 MiB, 55.15 W
2026/05/02 08:28:17.750, 1, 0 %, 14557 MiB, 46.70 W
2026/05/02 08:28:17.753, 2, 93 %, 11933 MiB, 132.23 W
2026/05/02 08:28:17.756, 3, 0 %, 15477 MiB, 47.53 W
2026/05/02 08:28:28.861, 0, 47 %, 15285 MiB, 68.36 W
2026/05/02 08:28:28.864, 1, 0 %, 14557 MiB, 46.52 W
2026/05/02 08:28:28.868, 2, 0 %, 11933 MiB, 66.53 W
2026/05/02 08:28:28.875, 3, 10 %, 15477 MiB, 48.04 W
2026/05/02 08:28:39.947, 0, 57 %, 15285 MiB, 132.15 W
2026/05/02 08:28:39.950, 1, 0 %, 14557 MiB, 46.71 W
2026/05/02 08:28:39.953, 2, 0 %, 11933 MiB, 66.21 W
2026/05/02 08:28:39.956, 3, 0 %, 15477 MiB, 47.95 W
2026/05/02 08:28:51.023, 0, 46 %, 15285 MiB, 57.00 W
2026/05/02 08:28:51.026, 1, 0 %, 14557 MiB, 47.74 W
2026/05/02 08:28:51.029, 2, 0 %, 11933 MiB, 64.83 W
2026/05/02 08:28:51.033, 3, 0 %, 15477 MiB, 40.48 W
2026/05/02 08:29:02.111, 0, 51 %, 15285 MiB, 57.24 W
2026/05/02 08:29:02.114, 1, 0 %, 14557 MiB, 46.52 W
2026/05/02 08:29:02.118, 2, 0 %, 11933 MiB, 66.54 W
2026/05/02 08:29:02.121, 3, 4 %, 15477 MiB, 46.85 W
2026/05/02 08:29:13.247, 0, 0 %, 15285 MiB, 56.40 W
2026/05/02 08:29:13.250, 1, 96 %, 14557 MiB, 117.04 W
2026/05/02 08:29:13.253, 2, 0 %, 11933 MiB, 66.21 W
2026/05/02 08:29:13.256, 3, 0 %, 15477 MiB, 48.22 W
2026/05/02 08:29:24.670, 0, 49 %, 15285 MiB, 58.45 W
2026/05/02 08:29:24.674, 1, 0 %, 14557 MiB, 46.52 W
2026/05/02 08:29:24.677, 2, 10 %, 11933 MiB, 67.03 W
2026/05/02 08:29:24.680, 3, 0 %, 15477 MiB, 48.04 W
2026/05/02 08:29:35.791, 0, 17 %, 15285 MiB, 111.72 W
2026/05/02 08:29:35.794, 1, 20 %, 14557 MiB, 63.81 W
2026/05/02 08:29:35.797, 2, 19 %, 11933 MiB, 70.49 W
2026/05/02 08:29:35.800, 3, 24 %, 15477 MiB, 65.64 W
2026/05/02 08:29:46.828, 0, 97 %, 15285 MiB, 127.45 W
2026/05/02 08:29:46.831, 1, 0 %, 14557 MiB, 39.91 W
2026/05/02 08:29:46.834, 2, 0 %, 11933 MiB, 66.97 W
2026/05/02 08:29:46.837, 3, 0 %, 15477 MiB, 40.70 W
2026/05/02 08:29:58.015, 0, 46 %, 15285 MiB, 58.66 W
2026/05/02 08:29:58.018, 1, 0 %, 14557 MiB, 46.52 W
2026/05/02 08:29:58.021, 2, 0 %, 11933 MiB, 66.54 W
2026/05/02 08:29:58.024, 3, 0 %, 15477 MiB, 47.06 W
2026/05/02 08:30:09.461, 0, 48 %, 15285 MiB, 56.96 W
2026/05/02 08:30:09.464, 1, 0 %, 14557 MiB, 46.28 W
2026/05/02 08:30:09.467, 2, 0 %, 11933 MiB, 66.77 W
2026/05/02 08:30:09.470, 3, 0 %, 15477 MiB, 47.80 W
2026/05/02 08:30:20.527, 0, 50 %, 15285 MiB, 72.74 W
2026/05/02 08:30:20.530, 1, 0 %, 14557 MiB, 39.73 W
2026/05/02 08:30:20.533, 2, 0 %, 11933 MiB, 64.59 W
2026/05/02 08:30:20.536, 3, 0 %, 15477 MiB, 48.04 W
2026/05/02 08:30:32.282, 0, 53 %, 15285 MiB, 120.41 W
2026/05/02 08:30:32.287, 1, 0 %, 14557 MiB, 46.46 W
2026/05/02 08:30:32.290, 2, 0 %, 11933 MiB, 115.28 W
2026/05/02 08:30:32.293, 3, 0 %, 15477 MiB, 47.22 W
2026/05/02 08:30:43.401, 0, 0 %, 15285 MiB, 55.40 W
2026/05/02 08:30:43.404, 1, 0 %, 14557 MiB, 46.19 W
2026/05/02 08:30:43.407, 2, 0 %, 11933 MiB, 66.85 W
2026/05/02 08:30:43.410, 3, 93 %, 15477 MiB, 171.49 W
2026/05/02 08:30:54.587, 0, 50 %, 15285 MiB, 96.89 W
2026/05/02 08:30:54.590, 1, 0 %, 14557 MiB, 47.22 W
2026/05/02 08:30:54.593, 2, 0 %, 11933 MiB, 66.50 W
2026/05/02 08:30:54.596, 3, 0 %, 15477 MiB, 48.28 W
2026/05/02 08:31:05.684, 0, 48 %, 15285 MiB, 56.99 W
2026/05/02 08:31:05.687, 1, 0 %, 14557 MiB, 39.95 W
2026/05/02 08:31:05.690, 2, 0 %, 11933 MiB, 65.31 W
2026/05/02 08:31:05.693, 3, 0 %, 15477 MiB, 48.74 W
2026/05/02 08:31:16.887, 0, 95 %, 15285 MiB, 194.87 W
2026/05/02 08:31:16.893, 1, 0 %, 14557 MiB, 45.91 W
2026/05/02 08:31:16.896, 2, 0 %, 11933 MiB, 66.85 W
2026/05/02 08:31:16.899, 3, 0 %, 15477 MiB, 47.43 W
2026/05/02 08:31:27.962, 0, 0 %, 15285 MiB, 55.67 W
2026/05/02 08:31:27.965, 1, 0 %, 14557 MiB, 46.22 W
2026/05/02 08:31:27.968, 2, 95 %, 11933 MiB, 139.97 W
2026/05/02 08:31:27.972, 3, 0 %, 15477 MiB, 48.44 W
2026/05/02 08:31:39.391, 0, 0 %, 15285 MiB, 55.63 W
2026/05/02 08:31:39.396, 1, 0 %, 14557 MiB, 45.95 W
2026/05/02 08:31:39.400, 2, 0 %, 11933 MiB, 67.38 W
2026/05/02 08:31:39.403, 3, 88 %, 15477 MiB, 136.33 W
