# timestamp,index,utilization.gpu,memory.used,power.draw (per-row)
2026/05/02 07:01:27.262, 2, 0 %, 12101 MiB, 66.29 W
2026/05/02 07:01:27.265, 3, 10 %, 15579 MiB, 50.47 W
2026/05/02 07:01:41.261, 0, 0 %, 15347 MiB, 55.88 W
2026/05/02 07:01:41.264, 1, 0 %, 14691 MiB, 46.89 W
2026/05/02 07:01:41.267, 2, 94 %, 12101 MiB, 184.43 W
2026/05/02 07:01:41.270, 3, 0 %, 15579 MiB, 50.59 W
2026/05/02 07:01:55.008, 0, 0 %, 15347 MiB, 56.43 W
2026/05/02 07:01:55.012, 1, 94 %, 14691 MiB, 117.75 W
2026/05/02 07:01:55.015, 2, 0 %, 12101 MiB, 63.29 W
2026/05/02 07:01:55.017, 3, 0 %, 15579 MiB, 49.44 W
2026/05/02 07:02:08.770, 0, 51 %, 15347 MiB, 59.64 W
2026/05/02 07:02:08.773, 1, 0 %, 14691 MiB, 46.52 W
2026/05/02 07:02:08.777, 2, 0 %, 12101 MiB, 66.54 W
2026/05/02 07:02:08.781, 3, 10 %, 15579 MiB, 50.24 W
2026/05/02 07:02:22.528, 0, 0 %, 15347 MiB, 55.67 W
2026/05/02 07:02:22.531, 1, 0 %, 14691 MiB, 46.94 W
2026/05/02 07:02:22.534, 2, 93 %, 12101 MiB, 148.36 W
2026/05/02 07:02:22.537, 3, 0 %, 15579 MiB, 49.89 W
2026/05/02 07:02:36.293, 0, 96 %, 15347 MiB, 123.33 W
2026/05/02 07:02:36.296, 1, 0 %, 14691 MiB, 40.16 W
2026/05/02 07:02:36.301, 2, 0 %, 12101 MiB, 64.78 W
2026/05/02 07:02:36.305, 3, 0 %, 15579 MiB, 49.68 W
2026/05/02 07:02:50.053, 0, 33 %, 15347 MiB, 74.39 W
2026/05/02 07:02:50.056, 1, 0 %, 14691 MiB, 46.52 W
2026/05/02 07:02:50.059, 2, 37 %, 12101 MiB, 67.75 W
2026/05/02 07:02:50.065, 3, 0 %, 15579 MiB, 49.01 W
2026/05/02 07:03:03.492, 0, 19 %, 15347 MiB, 90.59 W
2026/05/02 07:03:03.496, 1, 19 %, 14691 MiB, 61.60 W
2026/05/02 07:03:03.498, 2, 20 %, 12101 MiB, 71.18 W
2026/05/02 07:03:03.501, 3, 23 %, 15579 MiB, 66.08 W
2026/05/02 07:03:17.261, 0, 18 %, 15347 MiB, 49.82 W
2026/05/02 07:03:17.267, 1, 14 %, 14691 MiB, 52.47 W
2026/05/02 07:03:17.270, 2, 22 %, 12101 MiB, 66.84 W
2026/05/02 07:03:17.274, 3, 25 %, 15579 MiB, 120.13 W
2026/05/02 07:03:31.024, 0, 16 %, 15347 MiB, 81.96 W
2026/05/02 07:03:31.027, 1, 19 %, 14691 MiB, 96.76 W
2026/05/02 07:03:31.030, 2, 21 %, 12101 MiB, 82.79 W
2026/05/02 07:03:31.033, 3, 23 %, 15579 MiB, 56.67 W
2026/05/02 07:03:44.776, 0, 17 %, 15347 MiB, 104.59 W
2026/05/02 07:03:44.782, 1, 20 %, 14691 MiB, 56.04 W
2026/05/02 07:03:44.785, 2, 21 %, 12101 MiB, 71.42 W
2026/05/02 07:03:44.788, 3, 20 %, 15579 MiB, 69.92 W
2026/05/02 07:03:58.532, 0, 19 %, 15347 MiB, 48.55 W
2026/05/02 07:03:58.538, 1, 20 %, 14691 MiB, 50.98 W
2026/05/02 07:03:58.542, 2, 21 %, 12101 MiB, 76.77 W
2026/05/02 07:03:58.545, 3, 25 %, 15579 MiB, 85.46 W
2026/05/02 07:04:12.304, 0, 19 %, 15347 MiB, 49.62 W
2026/05/02 07:04:12.307, 1, 21 %, 14691 MiB, 46.21 W
2026/05/02 07:04:12.310, 2, 21 %, 12101 MiB, 70.54 W
2026/05/02 07:04:12.313, 3, 26 %, 15579 MiB, 101.74 W
2026/05/02 07:04:25.901, 0, 17 %, 15347 MiB, 66.48 W
2026/05/02 07:04:25.904, 1, 14 %, 14691 MiB, 42.54 W
2026/05/02 07:04:25.907, 2, 20 %, 12101 MiB, 60.81 W
2026/05/02 07:04:25.910, 3, 24 %, 15579 MiB, 80.71 W
2026/05/02 07:04:39.708, 0, 44 %, 15347 MiB, 56.96 W
2026/05/02 07:04:39.711, 1, 0 %, 14691 MiB, 47.26 W
2026/05/02 07:04:39.714, 2, 18 %, 12101 MiB, 72.10 W
2026/05/02 07:04:39.718, 3, 0 %, 15579 MiB, 49.75 W
2026/05/02 07:04:53.428, 0, 47 %, 15347 MiB, 106.01 W
2026/05/02 07:04:53.433, 1, 1 %, 14691 MiB, 47.22 W
2026/05/02 07:04:53.436, 2, 0 %, 12101 MiB, 54.83 W
2026/05/02 07:04:53.439, 3, 0 %, 15579 MiB, 42.43 W
2026/05/02 07:05:07.204, 0, 96 %, 15347 MiB, 119.14 W
2026/05/02 07:05:07.207, 1, 0 %, 14691 MiB, 47.19 W
2026/05/02 07:05:07.211, 2, 0 %, 12101 MiB, 66.20 W
2026/05/02 07:05:07.213, 3, 0 %, 15579 MiB, 50.42 W
2026/05/02 07:05:20.944, 0, 45 %, 15347 MiB, 75.37 W
2026/05/02 07:05:20.948, 1, 0 %, 14691 MiB, 47.22 W
2026/05/02 07:05:20.951, 2, 0 %, 12101 MiB, 66.70 W
2026/05/02 07:05:20.954, 3, 0 %, 15579 MiB, 50.17 W
2026/05/02 07:05:35.033, 0, 0 %, 15347 MiB, 55.70 W
2026/05/02 07:05:35.036, 1, 0 %, 14691 MiB, 47.44 W
2026/05/02 07:05:35.039, 2, 94 %, 12101 MiB, 130.82 W
2026/05/02 07:05:35.042, 3, 0 %, 15579 MiB, 49.93 W
2026/05/02 07:05:49.108, 0, 42 %, 15347 MiB, 84.32 W
2026/05/02 07:05:49.113, 1, 0 %, 14691 MiB, 47.22 W
2026/05/02 07:05:49.117, 2, 10 %, 12101 MiB, 67.71 W
2026/05/02 07:05:49.120, 3, 0 %, 15579 MiB, 47.79 W
2026/05/02 07:06:02.875, 0, 17 %, 15347 MiB, 51.01 W
2026/05/02 07:06:02.879, 1, 18 %, 14691 MiB, 56.33 W
2026/05/02 07:06:02.881, 2, 17 %, 12101 MiB, 89.35 W
2026/05/02 07:06:02.884, 3, 24 %, 15579 MiB, 123.24 W
2026/05/02 07:06:16.645, 0, 18 %, 15355 MiB, 114.75 W
2026/05/02 07:06:16.649, 1, 20 %, 14691 MiB, 78.20 W
2026/05/02 07:06:16.652, 2, 21 %, 12101 MiB, 70.93 W
2026/05/02 07:06:16.655, 3, 21 %, 15579 MiB, 67.01 W
2026/05/02 07:06:30.393, 0, 48 %, 15355 MiB, 57.23 W
2026/05/02 07:06:30.396, 1, 0 %, 14691 MiB, 47.26 W
2026/05/02 07:06:30.399, 2, 0 %, 12101 MiB, 63.65 W
2026/05/02 07:06:30.402, 3, 9 %, 15579 MiB, 41.97 W
2026/05/02 07:06:43.677, 0, 18 %, 15355 MiB, 67.21 W
2026/05/02 07:06:43.680, 1, 17 %, 14691 MiB, 50.50 W
2026/05/02 07:06:43.684, 2, 18 %, 12101 MiB, 72.88 W
2026/05/02 07:06:43.687, 3, 23 %, 15579 MiB, 70.21 W
2026/05/02 07:06:57.284, 0, 18 %, 15355 MiB, 69.88 W
2026/05/02 07:06:57.288, 1, 20 %, 14691 MiB, 77.85 W
2026/05/02 07:06:57.291, 2, 20 %, 12101 MiB, 124.10 W
2026/05/02 07:06:57.294, 3, 25 %, 15579 MiB, 55.18 W
2026/05/02 07:07:11.089, 0, 52 %, 15355 MiB, 63.49 W
2026/05/02 07:07:11.092, 1, 0 %, 14691 MiB, 40.92 W
2026/05/02 07:07:11.095, 2, 0 %, 12101 MiB, 63.85 W
2026/05/02 07:07:11.098, 3, 0 %, 15579 MiB, 67.96 W
2026/05/02 07:07:25.129, 0, 16 %, 15355 MiB, 82.25 W
2026/05/02 07:07:25.132, 1, 18 %, 14691 MiB, 47.62 W
2026/05/02 07:07:25.135, 2, 18 %, 12101 MiB, 71.96 W
2026/05/02 07:07:25.138, 3, 25 %, 15579 MiB, 56.18 W
2026/05/02 07:07:38.873, 0, 48 %, 15355 MiB, 56.99 W
2026/05/02 07:07:38.876, 1, 0 %, 14691 MiB, 48.23 W
2026/05/02 07:07:38.879, 2, 0 %, 12101 MiB, 66.53 W
2026/05/02 07:07:38.882, 3, 0 %, 15579 MiB, 49.02 W
2026/05/02 07:07:52.632, 0, 0 %, 15355 MiB, 55.70 W
2026/05/02 07:07:52.636, 1, 0 %, 14691 MiB, 47.20 W
2026/05/02 07:07:52.638, 2, 0 %, 12101 MiB, 54.80 W
2026/05/02 07:07:52.641, 3, 94 %, 15579 MiB, 118.52 W
2026/05/02 07:08:06.468, 0, 0 %, 15355 MiB, 55.71 W
2026/05/02 07:08:06.471, 1, 0 %, 14691 MiB, 47.20 W
2026/05/02 07:08:06.474, 2, 94 %, 12101 MiB, 134.16 W
2026/05/02 07:08:06.477, 3, 0 %, 15579 MiB, 41.43 W
2026/05/02 07:08:20.040, 0, 49 %, 15355 MiB, 57.23 W
2026/05/02 07:08:20.043, 1, 0 %, 14691 MiB, 47.26 W
2026/05/02 07:08:20.046, 2, 0 %, 12101 MiB, 66.53 W
2026/05/02 07:08:20.049, 3, 0 %, 15579 MiB, 49.50 W
2026/05/02 07:08:33.917, 0, 43 %, 15355 MiB, 56.96 W
2026/05/02 07:08:33.920, 1, 0 %, 14691 MiB, 47.00 W
2026/05/02 07:08:33.923, 2, 0 %, 12101 MiB, 67.47 W
2026/05/02 07:08:33.926, 3, 0 %, 15579 MiB, 48.99 W
2026/05/02 07:08:47.528, 0, 0 %, 15355 MiB, 56.43 W
2026/05/02 07:08:47.531, 1, 94 %, 14691 MiB, 106.93 W
2026/05/02 07:08:47.534, 2, 0 %, 12101 MiB, 64.26 W
2026/05/02 07:08:47.537, 3, 0 %, 15579 MiB, 48.71 W
2026/05/02 07:09:01.393, 0, 48 %, 15355 MiB, 61.30 W
2026/05/02 07:09:01.397, 1, 0 %, 14691 MiB, 46.49 W
2026/05/02 07:09:01.400, 2, 0 %, 12101 MiB, 66.50 W
2026/05/02 07:09:01.403, 3, 0 %, 15579 MiB, 60.92 W
2026/05/02 07:09:15.344, 0, 56 %, 15355 MiB, 61.30 W
2026/05/02 07:09:15.347, 1, 0 %, 14691 MiB, 64.44 W
2026/05/02 07:09:15.350, 2, 0 %, 12101 MiB, 66.50 W
2026/05/02 07:09:15.353, 3, 0 %, 15579 MiB, 49.26 W
2026/05/02 07:09:29.576, 0, 61 %, 15355 MiB, 92.04 W
2026/05/02 07:09:29.579, 1, 0 %, 14691 MiB, 46.49 W
2026/05/02 07:09:29.582, 2, 0 %, 12101 MiB, 54.35 W
2026/05/02 07:09:29.585, 3, 0 %, 15579 MiB, 49.47 W
2026/05/02 07:09:43.214, 0, 53 %, 15355 MiB, 119.94 W
2026/05/02 07:09:43.217, 1, 0 %, 14691 MiB, 46.46 W
2026/05/02 07:09:43.223, 2, 0 %, 12101 MiB, 116.68 W
2026/05/02 07:09:43.227, 3, 0 %, 15579 MiB, 41.13 W
2026/05/02 07:09:56.969, 0, 96 %, 15355 MiB, 58.10 W
2026/05/02 07:09:56.973, 1, 0 %, 14691 MiB, 106.38 W
2026/05/02 07:09:56.976, 2, 0 %, 12101 MiB, 66.21 W
2026/05/02 07:09:56.979, 3, 0 %, 15579 MiB, 48.96 W
2026/05/02 07:10:10.824, 0, 48 %, 15355 MiB, 63.53 W
2026/05/02 07:10:10.828, 1, 0 %, 14691 MiB, 46.28 W
2026/05/02 07:10:10.831, 2, 0 %, 12101 MiB, 66.53 W
2026/05/02 07:10:10.833, 3, 0 %, 15579 MiB, 48.52 W
2026/05/02 07:10:24.484, 0, 50 %, 15355 MiB, 59.15 W
2026/05/02 07:10:24.487, 1, 10 %, 14691 MiB, 54.53 W
2026/05/02 07:10:24.490, 2, 0 %, 12101 MiB, 64.34 W
2026/05/02 07:10:24.493, 3, 0 %, 15579 MiB, 48.28 W
2026/05/02 07:10:38.247, 0, 74 %, 15355 MiB, 57.72 W
2026/05/02 07:10:38.251, 1, 0 %, 14691 MiB, 46.04 W
2026/05/02 07:10:38.256, 2, 0 %, 12101 MiB, 66.29 W
2026/05/02 07:10:38.259, 3, 0 %, 15579 MiB, 49.50 W
2026/05/02 07:10:52.020, 0, 52 %, 15355 MiB, 56.99 W
2026/05/02 07:10:52.023, 1, 0 %, 14691 MiB, 46.04 W
2026/05/02 07:10:52.026, 2, 1 %, 12101 MiB, 67.99 W
2026/05/02 07:10:52.029, 3, 0 %, 15579 MiB, 49.01 W
2026/05/02 07:11:05.776, 0, 0 %, 15355 MiB, 55.39 W
2026/05/02 07:11:05.779, 1, 0 %, 14691 MiB, 46.19 W
2026/05/02 07:11:05.782, 2, 95 %, 12101 MiB, 150.21 W
2026/05/02 07:11:05.785, 3, 0 %, 15579 MiB, 49.19 W
2026/05/02 07:11:19.528, 0, 96 %, 15355 MiB, 58.09 W
2026/05/02 07:11:19.533, 1, 2 %, 14691 MiB, 122.96 W
2026/05/02 07:11:19.536, 2, 0 %, 12101 MiB, 66.65 W
2026/05/02 07:11:19.539, 3, 0 %, 15579 MiB, 48.46 W
2026/05/02 07:11:33.293, 0, 58 %, 15355 MiB, 96.65 W
2026/05/02 07:11:33.296, 1, 0 %, 14691 MiB, 46.01 W
2026/05/02 07:11:33.299, 2, 0 %, 12101 MiB, 66.99 W
2026/05/02 07:11:33.302, 3, 0 %, 15579 MiB, 49.72 W
2026/05/02 07:11:47.066, 0, 19 %, 15355 MiB, 73.23 W
2026/05/02 07:11:47.069, 1, 16 %, 14691 MiB, 94.18 W
2026/05/02 07:11:47.072, 2, 17 %, 12101 MiB, 72.15 W
2026/05/02 07:11:47.075, 3, 25 %, 15579 MiB, 59.31 W
2026/05/02 07:12:00.812, 0, 0 %, 15355 MiB, 55.25 W
2026/05/02 07:12:00.815, 1, 95 %, 14691 MiB, 108.68 W
2026/05/02 07:12:00.818, 2, 0 %, 12101 MiB, 54.83 W
2026/05/02 07:12:00.822, 3, 0 %, 15579 MiB, 41.45 W
2026/05/02 07:12:14.893, 0, 46 %, 15355 MiB, 55.39 W
2026/05/02 07:12:14.896, 1, 0 %, 14691 MiB, 45.70 W
2026/05/02 07:12:14.899, 2, 0 %, 12101 MiB, 66.41 W
2026/05/02 07:12:14.902, 3, 49 %, 15579 MiB, 135.36 W
2026/05/02 07:12:28.977, 0, 0 %, 15355 MiB, 55.39 W
2026/05/02 07:12:28.980, 1, 0 %, 14691 MiB, 46.16 W
2026/05/02 07:12:28.983, 2, 84 %, 12101 MiB, 185.88 W
2026/05/02 07:12:28.986, 3, 0 %, 15579 MiB, 49.13 W
2026/05/02 07:12:42.737, 0, 49 %, 15355 MiB, 99.70 W
2026/05/02 07:12:42.740, 1, 0 %, 14691 MiB, 39.43 W
2026/05/02 07:12:42.743, 2, 0 %, 12101 MiB, 64.29 W
2026/05/02 07:12:42.746, 3, 0 %, 15579 MiB, 48.95 W
2026/05/02 07:12:56.592, 0, 46 %, 15355 MiB, 66.90 W
2026/05/02 07:12:56.595, 1, 0 %, 14691 MiB, 46.03 W
2026/05/02 07:12:56.598, 2, 0 %, 12101 MiB, 66.77 W
2026/05/02 07:12:56.601, 3, 10 %, 15579 MiB, 48.78 W
2026/05/02 07:13:10.261, 0, 48 %, 15355 MiB, 94.71 W
2026/05/02 07:13:10.264, 1, 0 %, 14691 MiB, 46.01 W
2026/05/02 07:13:10.268, 2, 6 %, 12101 MiB, 67.71 W
2026/05/02 07:13:10.274, 3, 0 %, 15579 MiB, 48.52 W
2026/05/02 07:13:24.017, 0, 0 %, 15355 MiB, 56.22 W
2026/05/02 07:13:24.020, 1, 87 %, 14691 MiB, 72.22 W
2026/05/02 07:13:24.023, 2, 0 %, 12101 MiB, 53.89 W
2026/05/02 07:13:24.026, 3, 0 %, 15579 MiB, 48.53 W
2026/05/02 07:13:37.773, 0, 18 %, 15355 MiB, 48.61 W
2026/05/02 07:13:37.776, 1, 20 %, 14691 MiB, 42.79 W
2026/05/02 07:13:37.779, 2, 14 %, 12101 MiB, 76.33 W
2026/05/02 07:13:37.782, 3, 21 %, 15579 MiB, 70.50 W
2026/05/02 07:13:51.548, 0, 57 %, 15355 MiB, 58.90 W
2026/05/02 07:13:51.552, 1, 0 %, 14691 MiB, 54.77 W
2026/05/02 07:13:51.555, 2, 0 %, 12101 MiB, 66.29 W
2026/05/02 07:13:51.558, 3, 0 %, 15579 MiB, 48.52 W
2026/05/02 07:14:05.620, 0, 0 %, 15355 MiB, 54.87 W
2026/05/02 07:14:05.623, 1, 0 %, 14691 MiB, 45.67 W
2026/05/02 07:14:05.626, 2, 0 %, 12101 MiB, 66.81 W
2026/05/02 07:14:05.629, 3, 93 %, 15579 MiB, 187.96 W
2026/05/02 07:14:19.864, 0, 48 %, 15355 MiB, 94.17 W
2026/05/02 07:14:19.868, 1, 0 %, 14691 MiB, 46.01 W
2026/05/02 07:14:19.871, 2, 0 %, 12101 MiB, 68.16 W
2026/05/02 07:14:19.873, 3, 0 %, 15579 MiB, 40.94 W
2026/05/02 07:14:33.616, 0, 0 %, 15355 MiB, 55.88 W
2026/05/02 07:14:33.621, 1, 94 %, 14691 MiB, 150.75 W
2026/05/02 07:14:33.624, 2, 0 %, 12101 MiB, 66.61 W
2026/05/02 07:14:33.627, 3, 0 %, 15579 MiB, 48.19 W
2026/05/02 07:14:47.697, 0, 47 %, 15355 MiB, 132.37 W
2026/05/02 07:14:47.700, 1, 0 %, 14691 MiB, 45.73 W
2026/05/02 07:14:47.703, 2, 0 %, 12101 MiB, 66.70 W
2026/05/02 07:14:47.706, 3, 0 %, 15579 MiB, 48.96 W
2026/05/02 07:15:01.457, 0, 53 %, 15355 MiB, 58.21 W
2026/05/02 07:15:01.460, 1, 0 %, 14691 MiB, 39.48 W
2026/05/02 07:15:01.463, 2, 0 %, 12101 MiB, 64.59 W
2026/05/02 07:15:01.466, 3, 10 %, 15579 MiB, 48.78 W
2026/05/02 07:15:15.216, 0, 15 %, 15355 MiB, 55.43 W
2026/05/02 07:15:15.219, 1, 0 %, 14691 MiB, 45.95 W
2026/05/02 07:15:15.225, 2, 93 %, 12101 MiB, 175.69 W
2026/05/02 07:15:15.228, 3, 0 %, 15579 MiB, 47.67 W
2026/05/02 07:15:29.297, 0, 0 %, 15355 MiB, 56.67 W
2026/05/02 07:15:29.300, 1, 94 %, 14691 MiB, 106.92 W
2026/05/02 07:15:29.303, 2, 0 %, 12101 MiB, 66.94 W
2026/05/02 07:15:29.306, 3, 0 %, 15579 MiB, 48.46 W
2026/05/02 07:15:43.132, 0, 53 %, 15355 MiB, 57.23 W
2026/05/02 07:15:43.135, 1, 0 %, 14691 MiB, 45.79 W
2026/05/02 07:15:43.138, 2, 0 %, 12101 MiB, 67.27 W
2026/05/02 07:15:43.143, 3, 0 %, 15579 MiB, 48.28 W
2026/05/02 07:15:57.436, 0, 0 %, 15355 MiB, 55.67 W
2026/05/02 07:15:57.440, 1, 0 %, 14691 MiB, 45.97 W
2026/05/02 07:15:57.443, 2, 93 %, 12101 MiB, 120.29 W
2026/05/02 07:15:57.449, 3, 0 %, 15579 MiB, 40.72 W
2026/05/02 07:16:11.220, 0, 96 %, 15355 MiB, 58.54 W
2026/05/02 07:16:11.224, 1, 26 %, 14691 MiB, 135.70 W
2026/05/02 07:16:11.227, 2, 0 %, 12101 MiB, 66.41 W
2026/05/02 07:16:11.230, 3, 0 %, 15579 MiB, 47.97 W
2026/05/02 07:16:25.636, 0, 50 %, 15355 MiB, 106.48 W
2026/05/02 07:16:25.640, 1, 0 %, 14691 MiB, 45.76 W
2026/05/02 07:16:25.643, 2, 0 %, 12101 MiB, 66.49 W
2026/05/02 07:16:25.646, 3, 10 %, 15579 MiB, 48.01 W
2026/05/02 07:16:39.517, 0, 19 %, 15355 MiB, 48.61 W
2026/05/02 07:16:39.522, 1, 14 %, 14691 MiB, 42.54 W
2026/05/02 07:16:39.529, 2, 17 %, 12101 MiB, 62.99 W
2026/05/02 07:16:39.532, 3, 20 %, 15579 MiB, 95.67 W
2026/05/02 07:16:53.144, 0, 17 %, 15355 MiB, 61.14 W
2026/05/02 07:16:53.151, 1, 14 %, 14691 MiB, 49.28 W
2026/05/02 07:16:53.154, 2, 16 %, 12101 MiB, 75.07 W
2026/05/02 07:16:53.157, 3, 21 %, 15579 MiB, 86.82 W
2026/05/02 07:17:06.905, 0, 17 %, 15355 MiB, 91.66 W
2026/05/02 07:17:06.908, 1, 20 %, 14691 MiB, 48.56 W
2026/05/02 07:17:06.911, 2, 17 %, 12101 MiB, 72.83 W
2026/05/02 07:17:06.914, 3, 23 %, 15579 MiB, 72.40 W
2026/05/02 07:17:20.024, 0, 13 %, 15355 MiB, 63.61 W
2026/05/02 07:17:20.028, 1, 20 %, 14691 MiB, 42.06 W
2026/05/02 07:17:20.031, 2, 22 %, 12101 MiB, 59.83 W
2026/05/02 07:17:20.035, 3, 25 %, 15579 MiB, 74.39 W
2026/05/02 07:17:33.780, 0, 19 %, 15355 MiB, 47.91 W
2026/05/02 07:17:33.784, 1, 21 %, 14691 MiB, 42.56 W
2026/05/02 07:17:33.787, 2, 16 %, 12101 MiB, 62.06 W
2026/05/02 07:17:33.789, 3, 23 %, 15579 MiB, 75.90 W
2026/05/02 07:17:47.540, 0, 10 %, 15355 MiB, 89.67 W
2026/05/02 07:17:47.543, 1, 15 %, 14691 MiB, 48.80 W
2026/05/02 07:17:47.546, 2, 14 %, 12101 MiB, 73.12 W
2026/05/02 07:17:47.549, 3, 17 %, 15579 MiB, 68.30 W
2026/05/02 07:18:01.313, 0, 19 %, 15355 MiB, 67.98 W
2026/05/02 07:18:01.316, 1, 15 %, 14691 MiB, 49.10 W
2026/05/02 07:18:01.319, 2, 17 %, 12101 MiB, 60.56 W
2026/05/02 07:18:01.322, 3, 26 %, 15579 MiB, 70.97 W
2026/05/02 07:18:15.462, 0, 15 %, 15355 MiB, 86.34 W
2026/05/02 07:18:15.465, 1, 14 %, 14691 MiB, 68.47 W
2026/05/02 07:18:15.468, 2, 20 %, 12101 MiB, 57.68 W
2026/05/02 07:18:15.471, 3, 18 %, 15579 MiB, 51.84 W
2026/05/02 07:18:29.465, 0, 96 %, 15355 MiB, 126.89 W
2026/05/02 07:18:29.468, 1, 0 %, 14691 MiB, 46.71 W
2026/05/02 07:18:29.471, 2, 0 %, 12101 MiB, 64.75 W
2026/05/02 07:18:29.474, 3, 0 %, 15579 MiB, 48.46 W
2026/05/02 07:18:43.228, 0, 54 %, 15355 MiB, 62.28 W
2026/05/02 07:18:43.233, 1, 0 %, 14691 MiB, 46.74 W
2026/05/02 07:18:43.236, 2, 0 %, 12101 MiB, 67.70 W
2026/05/02 07:18:43.240, 3, 0 %, 15579 MiB, 63.81 W
2026/05/02 07:18:56.821, 0, 57 %, 15355 MiB, 98.17 W
2026/05/02 07:18:56.826, 1, 0 %, 14691 MiB, 120.58 W
2026/05/02 07:18:56.829, 2, 0 %, 12101 MiB, 64.94 W
2026/05/02 07:18:56.832, 3, 0 %, 15579 MiB, 41.38 W
2026/05/02 07:19:10.581, 0, 0 %, 15355 MiB, 55.67 W
2026/05/02 07:19:10.584, 1, 0 %, 14691 MiB, 46.71 W
2026/05/02 07:19:10.587, 2, 0 %, 12101 MiB, 66.93 W
2026/05/02 07:19:10.590, 3, 49 %, 15579 MiB, 119.65 W
2026/05/02 07:19:25.313, 0, 52 %, 15355 MiB, 57.69 W
2026/05/02 07:19:25.316, 1, 0 %, 14691 MiB, 46.77 W
2026/05/02 07:19:25.319, 2, 0 %, 12101 MiB, 68.24 W
2026/05/02 07:19:25.322, 3, 0 %, 15579 MiB, 48.78 W
2026/05/02 07:19:39.065, 0, 0 %, 15355 MiB, 56.18 W
2026/05/02 07:19:39.068, 1, 94 %, 14691 MiB, 123.26 W
2026/05/02 07:19:39.071, 2, 0 %, 12101 MiB, 54.07 W
2026/05/02 07:19:39.075, 3, 0 %, 15579 MiB, 48.44 W
2026/05/02 07:19:52.824, 0, 95 %, 15355 MiB, 140.59 W
2026/05/02 07:19:52.827, 1, 0 %, 14691 MiB, 46.46 W
2026/05/02 07:19:52.832, 2, 0 %, 12101 MiB, 65.96 W
2026/05/02 07:19:52.835, 3, 0 %, 15579 MiB, 48.46 W
2026/05/02 07:20:06.585, 0, 0 %, 15355 MiB, 55.91 W
2026/05/02 07:20:06.588, 1, 0 %, 14691 MiB, 46.46 W
2026/05/02 07:20:06.591, 2, 0 %, 12101 MiB, 66.41 W
2026/05/02 07:20:06.594, 3, 93 %, 15579 MiB, 128.08 W
2026/05/02 07:20:20.344, 0, 17 %, 15355 MiB, 51.04 W
2026/05/02 07:20:20.347, 1, 18 %, 14691 MiB, 53.90 W
2026/05/02 07:20:20.352, 2, 18 %, 12101 MiB, 80.85 W
2026/05/02 07:20:20.358, 3, 23 %, 15579 MiB, 113.28 W
2026/05/02 07:20:34.105, 0, 32 %, 15355 MiB, 61.58 W
2026/05/02 07:20:34.110, 1, 8 %, 14691 MiB, 47.26 W
2026/05/02 07:20:34.114, 2, 0 %, 12101 MiB, 64.82 W
2026/05/02 07:20:34.116, 3, 0 %, 15579 MiB, 48.04 W
2026/05/02 07:20:48.193, 0, 47 %, 15355 MiB, 138.51 W
2026/05/02 07:20:48.196, 1, 0 %, 14691 MiB, 46.19 W
2026/05/02 07:20:48.202, 2, 0 %, 12101 MiB, 66.37 W
2026/05/02 07:20:48.205, 3, 0 %, 15579 MiB, 48.89 W
2026/05/02 07:21:01.969, 0, 46 %, 15355 MiB, 56.99 W
2026/05/02 07:21:01.973, 1, 0 %, 14691 MiB, 46.28 W
2026/05/02 07:21:01.976, 2, 1 %, 12101 MiB, 67.47 W
2026/05/02 07:21:01.979, 3, 9 %, 15579 MiB, 48.99 W
2026/05/02 07:21:15.544, 0, 45 %, 15355 MiB, 59.92 W
2026/05/02 07:21:15.547, 1, 0 %, 14691 MiB, 46.28 W
2026/05/02 07:21:15.551, 2, 9 %, 12101 MiB, 63.62 W
2026/05/02 07:21:15.554, 3, 0 %, 15579 MiB, 40.75 W
2026/05/02 07:21:29.305, 0, 18 %, 15355 MiB, 50.04 W
2026/05/02 07:21:29.308, 1, 18 %, 14691 MiB, 52.47 W
2026/05/02 07:21:29.311, 2, 18 %, 12101 MiB, 82.06 W
2026/05/02 07:21:29.314, 3, 22 %, 15579 MiB, 117.55 W
2026/05/02 07:21:43.069, 0, 46 %, 15355 MiB, 66.17 W
2026/05/02 07:21:43.072, 1, 0 %, 14691 MiB, 46.52 W
2026/05/02 07:21:43.075, 2, 0 %, 12101 MiB, 67.27 W
2026/05/02 07:21:43.078, 3, 0 %, 15579 MiB, 48.78 W
2026/05/02 07:21:57.148, 0, 97 %, 15355 MiB, 123.26 W
2026/05/02 07:21:57.152, 1, 0 %, 14691 MiB, 39.91 W
2026/05/02 07:21:57.154, 2, 0 %, 12101 MiB, 66.69 W
2026/05/02 07:21:57.157, 3, 0 %, 15579 MiB, 48.71 W
2026/05/02 07:22:10.904, 0, 55 %, 15355 MiB, 57.48 W
2026/05/02 07:22:10.907, 1, 0 %, 14691 MiB, 46.28 W
2026/05/02 07:22:10.910, 2, 0 %, 12101 MiB, 66.77 W
2026/05/02 07:22:10.913, 3, 0 %, 15579 MiB, 49.02 W
2026/05/02 07:22:24.677, 0, 47 %, 15355 MiB, 63.12 W
2026/05/02 07:22:24.681, 1, 0 %, 14691 MiB, 47.86 W
2026/05/02 07:22:24.684, 2, 16 %, 12101 MiB, 194.23 W
2026/05/02 07:22:24.687, 3, 0 %, 15579 MiB, 48.15 W
2026/05/02 07:22:38.449, 0, 96 %, 15355 MiB, 129.23 W
