blind_id	arm	rep	id
9ce421543b22	c2	2	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#LA
ac31848b8eda	c0	3	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L2
66f16c18f6c6	c1	1	phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L4
33ccec126743	c0	3	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L0
275e3b695577	c0	3	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L2
3badf3425bcf	c2	2	phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L4
16f3c35bf2f3	c2	2	phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L4
3799665815ed	c2	1	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#L2
722261ba0440	c2	2	phase1a1/aexample-selfplan-r6/prt_f69efe702001JwUHLRhD8R1x33#L4
27ea89089bcc	c0	1	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L4
dde274bf0217	c2	3	phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L4
e2ce802141e5	c2	2	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#LA
0853f61ce90a	c0	1	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#L4
25bd343f7a7a	c2	2	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L1
c06667f67782	c2	3	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L1
d49bae24a93a	c1	2	phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L2
2d67e824fdce	c1	1	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#L2
1af0e139c0fa	c0	3	phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#LA
0b8a7bd077b6	c2	3	phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L0
8c52badadbc8	c0	1	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#L4
15307be5aaa1	c2	2	phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L4
c3ef436fcd89	c1	2	phase2aA1/aex3-selfplan-r1/prt_f6ea9571c001ZmFSKDtgJ0QEZb#L2
f7297c698f6b	c1	2	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#L2
09f4b228896d	c2	2	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L0
729e1ef7d44b	c0	1	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L2
c21c16156dc4	c0	1	phase1a1/aexample-selfplan-r6/prt_f69efe702001JwUHLRhD8R1x33#L4
12d51b279b76	c2	1	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#L0
b7b611a0decb	c1	2	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#L4
f40e8cd0fb13	c0	2	phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L4
cb153e5acc9f	c0	1	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L2
2f8d7c85ab7a	c0	3	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#L4
9118e3d298fa	c2	2	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#L0
b09b3c7ce605	c1	2	phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L1
e9595e77d207	c0	2	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L2
5167a9ff55a5	c2	1	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L2
c1b7ae4ce0a9	c1	3	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#L2
051a18950918	c2	3	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#L0
6f65901007f2	c2	1	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#LA
97e681a5a5d1	c1	3	phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L2
40032f97495b	c2	2	phase2aA1/aex3-selfplan-r1/prt_f6ea9571c001ZmFSKDtgJ0QEZb#LA
30b14b709ec0	c1	3	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L1
09715c22bf69	c1	1	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L1
c9988276d601	c0	1	phase1a1/aexample-selfplan-r6/prt_f69efe702001JwUHLRhD8R1x33#L2
b7cb78220a3e	c0	2	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L4
3ce8345a93ea	c1	1	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#L2
87c980d162cf	c2	1	phase2aA1/aex3-selfplan-r1/prt_f6ea9571c001ZmFSKDtgJ0QEZb#L2
663f81d21c41	c1	1	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L4
022a92813431	c1	3	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#L4
8320596d96fc	c0	3	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L4
89fbbb5baa6e	c2	2	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L1
73bcea9cbec5	c1	2	phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L4
8afd4bab6624	c0	3	phase1a1/aexample-selfplan-r6/prt_f69efe702001JwUHLRhD8R1x33#L2
82a07b1b3b03	c2	2	phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L2
7c2d359fd59e	c1	2	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L4
79ddd0df5af1	c0	1	phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#LA
af1abdcf2a70	c2	3	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L2
d5ff81c327f5	c1	3	phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L4
b19f398436c7	c1	1	phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L2
fde34f618fea	c1	1	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#LA
00f56f331178	c0	3	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#LA
5834f630c250	c2	1	phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L1
480ad4727dc0	c1	2	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#L4
1b3d6c3031e3	c1	2	phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L4
40a131e6c32c	c2	1	phase2aA1/aex3-selfplan-r1/prt_f6ea9571c001ZmFSKDtgJ0QEZb#L4
affedce6aca0	c2	1	phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L1
a3e7cab2e3f7	c1	1	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L2
5164d930304d	c1	3	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L0
aa8f26a7ad88	c1	1	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L4
384321647fbd	c0	1	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#L2
7ec623035b5d	c1	1	phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L0
b0c6ece2f6f8	c1	3	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#LA
377653731a79	c1	2	phase2aA1/aex3-selfplan-r1/prt_f6ea9571c001ZmFSKDtgJ0QEZb#L4
b3edd35a1d72	c0	2	phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L1
bc72eddc094f	c1	2	phase1a1/aexample-selfplan-r6/prt_f69efe702001JwUHLRhD8R1x33#L1
1a2dbd127e96	c1	2	phase1a1/aexample-selfplan-r6/prt_f69efe702001JwUHLRhD8R1x33#L2
3708252b6487	c1	3	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#LA
f37a9518961c	c2	3	phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L0
c7e7e6eb6325	c2	1	phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L2
253be653dc66	c1	2	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L1
9b46809439a3	c0	1	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#L0
d4bd999a5cc7	c1	2	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#LA
e368b2aff270	c2	2	phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L2
05d18202a9d8	c2	1	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L4
dbd20c40ad33	c2	1	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L4
915ccd18139f	c1	1	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#LA
a7c6a5500da0	c1	2	phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L0
4c4bd92b7de6	c1	2	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#LA
7d000d599f6b	c2	2	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#L4
06a2297e07dc	c0	1	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#LA
893e67f22e02	c2	3	phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L0
06a3c9e81f1d	c1	2	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#L1
bb09d07fb920	c1	2	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L4
78a7988522e3	c0	2	phase2aA1/aex3-selfplan-r1/prt_f6ea9571c001ZmFSKDtgJ0QEZb#L0
bf2da53492c4	c0	3	phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L4
c7d8bd32f422	c1	1	phase2aA1/aex3-selfplan-r1/prt_f6ea9571c001ZmFSKDtgJ0QEZb#LA
33282515bba5	c2	2	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#L2
5b80a9bb7630	c1	3	phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L4
b3c2fd110798	c0	3	phase1a1/aexample-selfplan-r6/prt_f69efe702001JwUHLRhD8R1x33#L0
5779e56f363d	c2	2	phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#LA
c4a96cad44d7	c1	1	phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L0
18f438297c06	c2	1	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#L4
fa74dbe83df1	c2	1	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L2
4d10f8fcbf1e	c1	3	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#L4
5665cb68394d	c2	3	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L4
274b0cd5f95f	c0	2	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#L2
b3e7b03dd24d	c2	1	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#LA
8a7564260a0d	c2	2	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#L2
8db4226631bd	c1	3	phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L4
2e5a9466cc92	c1	2	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L2
71f3d01b01fc	c1	2	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L1
f027bf73a880	c2	2	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L4
e929859ff037	c2	1	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#L2
39aad94acc55	c1	2	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L0
c9e37b080712	c1	3	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L0
36e4a043d0dc	c1	1	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#LA
3c71fcb7ff0c	c1	3	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L0
1d6482e6233d	c0	3	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#L2
81c8467b08b9	c0	2	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#L2
044dc1d58362	c2	3	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#LA
0ffeb74dfcf4	c1	3	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#L2
9dee0d71db37	c1	1	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#LA
3b9e3cfb3433	c0	3	phase1a1/aexample-selfplan-r6/prt_f69efe702001JwUHLRhD8R1x33#L4
cce5166c49b2	c2	2	phase2aA1/aex3-selfplan-r1/prt_f6ea9571c001ZmFSKDtgJ0QEZb#L2
ab0422312206	c1	1	phase2aA1/aex3-selfplan-r1/prt_f6ea9571c001ZmFSKDtgJ0QEZb#L4
3135bb3bc4c9	c0	1	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L0
e5e76f24c905	c0	3	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L4
4d487e323c2d	c1	3	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#L4
551dcd63476f	c0	2	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L0
dfbdbfc1bbc2	c2	1	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#L1
2f3fdaa79c9c	c0	3	phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L4
8d7489317315	c1	3	phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L4
